label,binding,kp0,kp1,kp2,kp3,kp4,kp5,kp6,kp7,kp8,kp9,kp10,kp11,kp12,kp13,kp14,kp15,kp16,kp17,kp18,kp19,kp20,kp21,kp22,kp23,kp24,kp25,kp26,kp27,kp28,kp29,kp30,kp31,kp32,kp33,kp34,kp35,kp36,kp37,kp38,kp39,kp40,kp41,kp42,kp43,kp44,kp45,kp46,kp47,kp48,kp49,kp50,kp51,kp52,kp53,kp54,kp55,kp56,kp57,kp58,kp59,kp60,kp61,kp62
index_finger,space,0.7480713590229939,0.6778354044038858,0.0138307312980308,0.7383176777715182,0.6907994474875262,-0.03915318532639896,0.7300731571398903,0.605652283577006,-0.01850832419346609,0.7150936925237905,0.5233515514704503,-0.02770983898347814,0.7666409198172347,0.5202715995141939,-0.05718672573878944,0.7679540721795478,0.48315767092373735,-0.0205462624961146,0.717809627668571,0.42107206842393763,-0.058675797226298634,0.7627648761607017,0.42994235887341326,-0.0829062797062895,0.7815246360946126,0.3430063988298613,-0.0842980004532254,0.8209221730995203,0.5114466254948213,-0.039265448923120325,0.7290940214011389,0.49760285654166214,-0.07872189517287527,0.7183821045538644,0.6033182943293571,-0.09412319994701554,0.728084233024202,0.59497811681789,-0.059330787130840494,0.8474397306882868,0.5665983202176965,-0.028837293924590238,0.774432879290537,0.5639923321903365,-0.08501908680116059,0.7629920532916661,0.6487603477405869,-0.039326810028154344,0.7994287025183244,0.627700558598141,-0.027921437338183377,0.8390484461763822,0.5895249592953162,-0.07174271957230409,0.7978582613056893,0.5761070964507384,-0.0634655854996771,0.7735676172701654,0.6372551678830872,-0.06433470704389524,0.7635793243241185,0.6704529667411209,-0.03579428794558284
index_finger,space,0.7417244638658513,0.6823566593940377,0.03444240393031508,0.724020601993485,0.6974535416766079,-0.03389218837145879,0.7230241572731564,0.6041419830673487,-0.015487680851341246,0.7140043885608137,0.5040527727376847,-0.061204895883511704,0.7427329422296871,0.5624196744183546,-0.10277466280386022,0.755090323577195,0.519929503073639,-0.03051880153136614,0.7639428842379936,0.4593273148103786,-0.03802649323705203,0.7941208484964137,0.4146386345883402,-0.05732058446639839,0.7703824687673015,0.3473281799197964,-0.07863445203563937,0.815327847028675,0.5002085171405873,-0.03882521360099605,0.7555879427153326,0.5219746662356809,-0.06968580080973859,0.7463291932653654,0.5961906069352797,-0.06029782790617226,0.7262520418067744,0.5934177906689649,-0.07034700699447594,0.8202193918098643,0.5483574139559799,-0.04235732679704572,0.771301188124483,0.566212497702907,-0.1115104813504105,0.7643586749137414,0.6298949954273612,-0.046961818024110355,0.7495398421978251,0.6066497660866946,-0.02191158383017406,0.8599629752057814,0.5891601904078787,-0.06256467392124222,0.7664209574611675,0.6193824549690836,-0.08024661936532779,0.7910167396303098,0.6098653063759686,-0.061097740668243306,0.8131805485296356,0.642322092463344,-0.06892697110988297
index_finger,space,0.7570473767673803,0.7159100636796738,0.004606600036346584,0.7302023707375828,0.6418805117356365,-0.054215049884327106,0.726609073576057,0.6193305288428314,-0.02320982291507735,0.7088323355083285,0.5663351952433353,-0.019909945030394505,0.7552628470166515,0.48080941130752497,-0.06811144759799218,0.7320712285702822,0.533235131802483,0.004449404038804811,0.7424140044902674,0.4688237611032385,-0.07238642208074869,0.7662607231748643,0.4120684745686511,-0.06778263934823342,0.7655088776184613,0.348039744646507,-0.10376620294909483,0.8409474066296314,0.5537172081710887,-0.05391050857396143,0.7353855228479267,0.5170256042341516,-0.0735526063345989,0.7809440024873194,0.6202575343089596,-0.06829285220452615,0.7417672043959319,0.6144674337407188,-0.0352832824767295,0.8268725608141736,0.5532328958301085,-0.05509222831593852,0.7782626116047091,0.5645051224453189,-0.07667341105107606,0.7129744320996876,0.6075129019405989,-0.019746895806631505,0.746570270095351,0.6617439490079293,-0.05927088234338859,0.8787497595223561,0.6164892237582309,-0.0678448137831961,0.7773331878368782,0.5707513752865533,-0.06013312760384437,0.7926841401078956,0.6414395204579949,-0.08457528240281142,0.7875593833369884,0.6264252265968787,-0.07938389584357784
index_finger,space,0.20535463370817086,0.7038336707410647,0.008432668315157512,0.2796036537197232,0.6981845066146596,0.004216953215389759,0.3269728266027919,0.6101451274651881,-0.07127747984835812,0.3018594136813282,0.5625305195706698,-0.040951726937496484,0.27005385079031974,0.5223935574937038,-0.09917801391978365,0.22279962372877438,0.529338814209031,-0.020435124498402915,0.23666129676214565,0.4704339638454819,-0.0664978488644844,0.23970765299003183,0.42319747124161466,-0.06763895961321487,0.24033810989020055,0.3485104945789326,-0.07413872552519524,0.1896726137032354,0.5120081616824584,-0.046072931090230675,0.29503432749463565,0.4975832828453746,-0.06036671960977687,0.26245093518189266,0.5848664594795798,-0.06158632755664216,0.23553528523563938,0.5462599485584746,-0.05779569267945865,0.19437972571106454,0.5726753048263268,-0.010730995722783992,0.2510391395597328,0.5846670893313722,-0.06610064903095392,0.2529028344151383,0.6120729375540058,-0.05743166642450634,0.23107467877123755,0.6558014745224356,-0.027603181572845022,0.13616439430946026,0.6203881495819137,-0.052694659501288384,0.18078480624148707,0.6012239879641097,-0.08919991000562413,0.24168958197436063,0.6159678386137143,-0.10716297510173783,0.2060452744789687,0.6334138276436279,-0.07635208895351328
index_finger,space,0.1944433919332611,0.710127449941541,0.01746712866629266,0.26891234174608203,0.6852306417326256,-0.019297524791225037,0.29853588875208426,0.6122711599804319,0.028758461715733614,0.2798624467363031,0.5488355281225538,-0.036763175497112305,0.24565394115603123,0.5611961895317911,-0.0811056175987409,0.2518436783915101,0.5145610024022087,-0.007784507380351347,0.23841410695107734,0.4204035417481512,-0.06589626699885462,0.24254851338201056,0.3823940535981911,-0.06531094636421209,0.2524725084859267,0.3708375594630073,-0.0709000237329371,0.22436152344423477,0.5425524970722938,-0.04033991320022981,0.26178633766615955,0.5089881346985687,-0.053598941202023666,0.2616082436531292,0.5773625865317069,-0.09728663976016408,0.24536134185154201,0.5862964539492177,-0.04864390886572463,0.17123705238579467,0.5626520324861682,-0.080802351379024,0.22025537394254668,0.5445161588321128,-0.07466891644570224,0.22882083530717123,0.621730983525509,-0.047038372166780126,0.2217181138133193,0.5804105683705716,-0.0442386766613625,0.13958761911059214,0.6285804603486327,-0.06698510628814311,0.21304010378401272,0.5673908880469726,-0.08192330612475478,0.19912650992677783,0.6234134253294671,-0.051675225538380366,0.18364371408683555,0.6145293341128496,-0.07062821748868495
index_finger,space,0.8130761848468797,0.7347518514695006,-0.024806401197653073,0.7425496588599592,0.6996558883809605,0.028194015669037273,0.7273188239842237,0.647337924306271,-0.02743357107408315,0.6894282466802887,0.5386238588336281,-0.06183398569974621,0.7321978056883035,0.5367524500140117,-0.07111406274656921,0.7754181594883056,0.5401278539546245,-0.019725048313816263,0.77105436865645,0.44465647572064326,-0.014806980532132169,0.7722355108936538,0.3840417124717689,-0.08932640601350032,0.7729301901536945,0.34742502936755965,-0.12017442879593912,0.8069672046983094,0.5275995345166531,-0.02517987975851445,0.7900061759474226,0.5282037520266246,-0.07857402473688835,0.6942352273517887,0.6384012533657994,-0.06391080250820964,0.7445448951793197,0.6166163658250864,-0.06933160694165665,0.8370927764931413,0.5309634659219924,-0.027409784917622197,0.7836599885164721,0.5690810389805527,-0.06879838326451732,0.762553353117053,0.5891668825586445,-0.05953455221507423,0.7605265345040803,0.646529872982966,-0.03722023364734462,0.8572210810820224,0.5832408342579918,-0.05153382974406663,0.8213832178812253,0.5861524773645622,-0.10540223939555923,0.727558644959252,0.6062283117752958,-0.03730577516287297,0.7816032714437919,0.663290664503668,-0.06921231603914145
index_finger,space,0.7347565136925229,0.6834112562791288,-0.016742181912345857,0.7198432262016474,0.6499558334365494,0.015543806015357998,0.6997711392214538,0.6117429021900848,-0.017005831331171922,0.6880465999830422,0.5661427670981235,-0.05356917042057782,0.7658332225845048,0.5251850858474792,-0.050355908785903736,0.7722159568450316,0.5251739395660293,-0.015678362318198826,0.7804623425316111,0.45666348687628033,-0.05722617175089926,0.7729424741229955,0.39907839535678374,-0.08662172259615984,0.8047717178659501,0.32684331898951097,-0.08862477902971157,0.7850795042630891,0.5238196142916164,-0.05845257628878529,0.7111013977855779,0.5047419826186632,-0.0589976024022531,0.7216047487311721,0.6074618408069058,-0.07354040098913077,0.7571808330727149,0.630268154389229,-0.007498662826405045,0.8079449052850077,0.5767386344147143,-0.06396836590046408,0.7889327295249371,0.5475733735211677,-0.09165011326349375,0.7194967772699418,0.6066039235450514,-0.10288691609848949,0.7450254567219745,0.59936356849357,-0.02293648391155023,0.8359742162547662,0.6200807865872849,-0.04366482619882178,0.7757565926424004,0.5797546416639384,-0.08177281937539649,0.7846792797619435,0.6256826620062595,-0.08736384032973087,0.8009190760539197,0.6469979685987467,-0.07861848045693268
index_finger,space,0.7684168013835033,0.7109609544196867,0.0013844463301952072,0.7128800884675709,0.6357895981219006,0.008502800676887972,0.7239798178714864,0.5914214453038024,-0.045785827006978044,0.7296067203647499,0.5410392876728736,-0.04777761398876512,0.7069436772933277,0.512734853823453,-0.07306390543102209,0.7363142205010157,0.5217482171540121,-0.010124216687648213,0.8017254053714938,0.4640759649239721,-0.04015534936306324,0.7520412392847565,0.4397420784319705,-0.02137238300165191,0.7563371429513137,0.38091632320162966,-0.0697082820751007,0.7733279829637835,0.5405636232859131,-0.031916609870051696,0.7687833038994051,0.5564232434162597,-0.0647347783958642,0.7463084377518465,0.5944439910156621,-0.04390126380682095,0.7203719198488053,0.6382798830701575,-0.05092142812000091,0.8495908221615441,0.5662010036362568,-0.041212335848412794,0.814621264013084,0.5390064448987417,-0.08497609628885212,0.7368606907915732,0.6180573678891572,-0.052305846827790575,0.768797371454006,0.6670915473020071,-0.035461401582589654,0.8606121029249977,0.6320420198047091,-0.06673948721712487,0.7754570182768828,0.5696307863435094,-0.0770518719106969,0.7773535623120884,0.6392232051115666,-0.08615640220598611,0.7964089685095689,0.6603113604002524,-0.06801094995461343
index_finger,space,0.20028262141502529,0.7139067275321795,0.033249292855235486,0.2589178477943277,0.6630572956404858,-0.021107013562066467,0.27907717994554115,0.6044114565316389,-0.03407778552536571,0.30106769040601233,0.576724269403884,-0.032154705759502356,0.249952736400624,0.5308752206127035,-0.042531019333049716,0.24091590967698873,0.5313157658678944,-0.02917874126004652,0.21207097791197727,0.44524374893131685,-0.05493613400068919,0.23295177875558437,0.432729546836355,-0.04059131201173925,0.23230051396114926,0.363481399868098,-0.07004175234994228,0.18877687784281427,0.5273574733300352,-0.050247392046663286,0.27490045589981893,0.5243984081305822,-0.07277570471468872,0.30910823616756533,0.5833809821514427,-0.058374185258480295,0.2605540837886874,0.6087321315256419,-0.06013840117512952,0.16709735102517287,0.546884882797807,-0.02743641042912658,0.23780434170465836,0.5702966884611947,-0.06993888595060141,0.24189063462972293,0.6420939374492519,-0.08283303178349799,0.22011916001018395,0.6815532101578815,-0.013868721914160352,0.12514214126387568,0.59030548343647,-0.07929301565458659,0.21750530392389456,0.5956471105583461,-0.07634341762368119,0.21607102165838643,0.5973027373558755,-0.04458925088471734,0.1515267479329513,0.6221172168105344,-0.05408119101664599
index_finger,space,0.23133577947437234,0.7491193470999635,-0.011987288364172875,0.2845835827194658,0.6616419415990973,0.010136591994206424,0.2810852371293795,0.5887948380109049,-0.04409653166755178,0.27312155436261243,0.5258048600547525,-0.031508289969877576,0.24622084340434947,0.526548187147824,-0.082883503239192,0.25692292740593126,0.5193997597095715,0.009987571045606065,0.20800442158760013,0.4731862957093689,-0.04597483470483853,0.20209815310244683,0.40524723828804965,-0.10822622216071257,0.2091448881896547,0.3959576608237134,-0.09425065859058633,0.19798373090346932,0.5367721418265833,-0.05180856094614035,0.23967932687507487,0.5085338450805389,-0.07176795541927491,0.2840784799370587,0.602924569183187,-0.05975761928047277,0.255191222255993,0.5867631451529967,-0.04008084145278251,0.16559100550366546,0.610384968913142,-0.029165740152235213,0.20627738528083828,0.5188467431278276,-0.09170010536165353,0.24735442554519094,0.6534627439795606,-0.04284602343194084,0.2271362682634176,0.6300435701868927,-0.059026151926484055,0.15658596196271235,0.579624648331815,-0.05323343955281506,0.19391622440344947,0.5662001848432693,-0.0962442247304284,0.22039760056362012,0.6293627669905288,-0.06441121886948294,0.2174692646069588,0.6526851207666651,-0.06960838123994398
